"P00028","S001","11/15/2016 6:30 PM","7680",""
"P00029","S001","11/15/2016 3:30 PM","9691",""
"P00029","S001","11/15/2016 4:00 PM","9745",""
"P00029","S001","11/15/2016 4:30 PM","9473",""
"P00029","S001","11/15/2016 5:00 PM","8786",""
"P00029","S001","11/15/2016 5:30 PM","8041",""
"P00029","S001","11/15/2016 6:00 PM","7439",""
"P00029","S001","11/15/2016 6:30 PM","7108",""
"P00030","S001","11/15/2016 3:30 PM","9409",""
"P00030","S001","11/15/2016 4:00 PM","9464",""
"P00030","S001","11/15/2016 4:30 PM","9191",""
"P00030","S001","11/15/2016 5:00 PM","8505",""
"P00030","S001","11/15/2016 5:30 PM","7759",""
"P00030","S001","11/15/2016 6:00 PM","7157",""
"P00030","S001","11/15/2016 6:30 PM","6826",""
"P00031","S001","11/15/2016 3:30 PM","9356",""
"P00031","S001","11/15/2016 4:00 PM","9411",""
"P00031","S001","11/15/2016 4:30 PM","9139",""
"P00031","S001","11/15/2016 5:00 PM","8452",""
"P00031","S001","11/15/2016 5:30 PM","7707",""
"P00031","S001","11/15/2016 6:00 PM","7105",""
"P00031","S001","11/15/2016 6:30 PM","6773",""
"P00032","S001","11/15/2016 3:30 PM","9137",""
"P00032","S001","11/15/2016 4:00 PM","9215",""
"P00032","S001","11/15/2016 4:30 PM","8937",""
"P00032","S001","11/15/2016 5:00 PM","8255",""
"P00032","S001","11/15/2016 5:30 PM","7511",""
"P00032","S001","11/15/2016 6:00 PM","6909",""
"P00032","S001","11/15/2016 6:30 PM","6578",""
"P00033","S001","11/15/2016 3:30 PM","9176",""
"P00033","S001","11/15/2016 4:00 PM","9253",""
"P00033","S001","11/15/2016 4:30 PM","8976",""
"P00033","S001","11/15/2016 5:00 PM","8294",""
"P00033","S001","11/15/2016 5:30 PM","7550",""
"P00033","S001","11/15/2016 6:00 PM","6948",""
"P00033","S001","11/15/2016 6:30 PM","6616",""
"P00034","S001","11/15/2016 3:30 PM","8852",""
"P00034","S001","11/15/2016 4:00 PM","8868",""
"P00034","S001","11/15/2016 4:30 PM","8562",""
"P00034","S001","11/15/2016 5:00 PM","7883",""
"P00034","S001","11/15/2016 5:30 PM","7153",""
"P00034","S001","11/15/2016 6:00 PM","6567",""
"P00034","S001","11/15/2016 6:30 PM","6231",""
"P00035","S001","11/15/2016 3:30 PM","8638",""
"P00035","S001","11/15/2016 4:00 PM","8746",""
"P00035","S001","11/15/2016 4:30 PM","8480",""
"P00035","S001","11/15/2016 5:00 PM","7782",""
"P00035","S001","11/15/2016 5:30 PM","7050",""
"P00035","S001","11/15/2016 6:00 PM","6444",""
"P00035","S001","11/15/2016 6:30 PM","6129",""
"P00036","S001","11/15/2016 3:30 PM","8437",""
"P00036","S001","11/15/2016 4:00 PM","8451",""
"P00036","S001","11/15/2016 4:30 PM","8147",""
"P00036","S001","11/15/2016 5:00 PM","7470",""
"P00036","S001","11/15/2016 5:30 PM","6740",""
"P00036","S001","11/15/2016 6:00 PM","6149",""
"P00036","S001","11/15/2016 6:30 PM","5802",""
"P00037","S001","11/15/2016 3:30 PM","8550",""
"P00037","S001","11/15/2016 4:00 PM","8647",""
"P00037","S001","11/15/2016 4:30 PM","8374",""
"P00037","S001","11/15/2016 5:00 PM","7694",""
"P00037","S001","11/15/2016 5:30 PM","6956",""
"P00037","S001","11/15/2016 6:00 PM","6354",""
"P00037","S001","11/15/2016 6:30 PM","6023",""
"P00038","S001","11/15/2016 3:30 PM","8373",""
"P00038","S001","11/15/2016 4:00 PM","8471",""
"P00038","S001","11/15/2016 4:30 PM","8200",""
"P00038","S001","11/15/2016 5:00 PM","7525",""
"P00038","S001","11/15/2016 5:30 PM","6786",""
"P00038","S001","11/15/2016 6:00 PM","6185",""
"P00038","S001","11/15/2016 6:30 PM","5857",""
"P00039","S001","11/15/2016 3:30 PM","8367",""
"P00039","S001","11/15/2016 4:00 PM","8430",""
"P00039","S001","11/15/2016 4:30 PM","8151",""
"P00039","S001","11/15/2016 5:00 PM","7477",""
"P00039","S001","11/15/2016 5:30 PM","6737",""
"P00039","S001","11/15/2016 6:00 PM","6136",""
"P00039","S001","11/15/2016 6:30 PM","5808",""
"P00040","S001","11/15/2016 3:30 PM","8719",""
"P00040","S001","11/15/2016 4:00 PM","8634",""
"P00040","S001","11/15/2016 4:30 PM","8253",""
"P00040","S001","11/15/2016 5:00 PM","7544",""
"P00040","S001","11/15/2016 5:30 PM","6795",""
"P00040","S001","11/15/2016 6:00 PM","6194",""
"P00040","S001","11/15/2016 6:30 PM","5865",""
"P00041","S001","11/15/2016 3:30 PM","7953","26801"
"P00041","S001","11/15/2016 4:00 PM","8049","26801"
"P00041","S001","11/15/2016 4:30 PM","7778","26801"
"P00041","S001","11/15/2016 5:00 PM","7099","26801"
"P00041","S001","11/15/2016 5:30 PM","6361","26801"
"P00041","S001","11/15/2016 6:00 PM","5762","26801"
"P00041","S001","11/15/2016 6:30 PM","5427","26801"
"P00042","S001","11/15/2016 3:30 PM","7795","30733"
"P00042","S001","11/15/2016 4:00 PM","7903","30733"
"P00042","S001","11/15/2016 4:30 PM","7641","30733"
"P00042","S001","11/15/2016 5:00 PM","6946","30733"
"P00042","S001","11/15/2016 5:30 PM","6207","27450"
"P00042","S001","11/15/2016 6:00 PM","5606","30733"
"P00042","S001","11/15/2016 6:30 PM","5278","30733"
"P00043","S001","11/15/2016 3:30 PM","8321",""
"P00043","S001","11/15/2016 4:00 PM","8420",""
"P00043","S001","11/15/2016 4:30 PM","8146",""
"P00043","S001","11/15/2016 5:00 PM","7471",""
"P00043","S001","11/15/2016 5:30 PM","6731",""
"P00043","S001","11/15/2016 6:00 PM","6142",""
"P00043","S001","11/15/2016 6:30 PM","5815",""
"P00044","S001","11/15/2016 3:30 PM","8638",""
"P00044","S001","11/15/2016 4:00 PM","8734",""
"P00044","S001","11/15/2016 4:30 PM","8461",""
"P00044","S001","11/15/2016 5:00 PM","7787",""
"P00044","S001","11/15/2016 5:30 PM","7045",""
"P00044","S001","11/15/2016 6:00 PM","6438",""
"P00044","S001","11/15/2016 6:30 PM","6103",""
"P00045","S001","11/15/2016 3:30 PM","8640",""
"P00045","S001","11/15/2016 4:00 PM","8737",""
"P00045","S001","11/15/2016 4:30 PM","8464",""
"P00045","S001","11/15/2016 5:00 PM","7790",""
"P00045","S001","11/15/2016 5:30 PM","7047",""
"P00045","S001","11/15/2016 6:00 PM","6440",""
"P00045","S001","11/15/2016 6:30 PM","6106",""
"P00046","S001","11/15/2016 3:30 PM","8473",""
"P00046","S001","11/15/2016 4:00 PM","8517",""
"P00046","S001","11/15/2016 4:30 PM","8219",""
"P00046","S001","11/15/2016 5:00 PM","7536",""
"P00046","S001","11/15/2016 5:30 PM","6795",""
"P00046","S001","11/15/2016 6:00 PM","6220",""
"P00046","S001","11/15/2016 6:30 PM","5865",""
"P00047","S001","11/15/2016 3:30 PM","8861",""
"P00047","S001","11/15/2016 4:00 PM","8808",""
"P00047","S001","11/15/2016 4:30 PM","8474",""
"P00047","S001","11/15/2016 5:00 PM","7796",""
"P00047","S001","11/15/2016 5:30 PM","7053",""
"P00047","S001","11/15/2016 6:00 PM","6448",""
"P00047","S001","11/15/2016 6:30 PM","6107",""
"P00048","S001","11/15/2016 3:30 PM","8825",""
"P00048","S001","11/15/2016 4:00 PM","8772",""
"P00048","S001","11/15/2016 4:30 PM","8438",""
"P00048","S001","11/15/2016 5:00 PM","7760",""
"P00048","S001","11/15/2016 5:30 PM","7017",""
"P00048","S001","11/15/2016 6:00 PM","6412",""
"P00048","S001","11/15/2016 6:30 PM","6071",""
"P00049","S001","11/15/2016 3:30 PM","9508",""
"P00049","S001","11/15/2016 4:00 PM","9449",""
"P00049","S001","11/15/2016 4:30 PM","9112",""
"P00049","S001","11/15/2016 5:00 PM","8430",""
"P00049","S001","11/15/2016 5:30 PM","7688",""
"P00049","S001","11/15/2016 6:00 PM","7083",""
"P00049","S001","11/15/2016 6:30 PM","6745",""
"P00050","S001","11/15/2016 3:30 PM","8975",""
"P00050","S001","11/15/2016 4:00 PM","8916",""
"P00050","S001","11/15/2016 4:30 PM","8579",""
"P00050","S001","11/15/2016 5:00 PM","7897",""
"P00050","S001","11/15/2016 5:30 PM","7154",""
"P00050","S001","11/15/2016 6:00 PM","6549",""
"P00050","S001","11/15/2016 6:30 PM","6212",""
"P00051","S001","11/15/2016 3:30 PM","9048",""
"P00051","S001","11/15/2016 4:00 PM","8989",""
"P00051","S001","11/15/2016 4:30 PM","8652",""
"P00051","S001","11/15/2016 5:00 PM","7969",""
"P00051","S001","11/15/2016 5:30 PM","7227",""
"P00051","S001","11/15/2016 6:00 PM","6622",""
"P00051","S001","11/15/2016 6:30 PM","6284",""
"P00052","S001","11/15/2016 3:30 PM","9236",""
"P00052","S001","11/15/2016 4:00 PM","9176",""
"P00052","S001","11/15/2016 4:30 PM","8839",""
"P00052","S001","11/15/2016 5:00 PM","8157",""
"P00052","S001","11/15/2016 5:30 PM","7414",""
"P00052","S001","11/15/2016 6:00 PM","6809",""
"P00052","S001","11/15/2016 6:30 PM","6472",""
"P00053","S001","11/15/2016 3:30 PM","9748",""
"P00053","S001","11/15/2016 4:00 PM","9687",""
"P00053","S001","11/15/2016 4:30 PM","9348",""
"P00053","S001","11/15/2016 5:00 PM","8666",""
"P00053","S001","11/15/2016 5:30 PM","7924",""
"P00053","S001","11/15/2016 6:00 PM","7318",""
"P00053","S001","11/15/2016 6:30 PM","6981",""
"P00054","S001","11/15/2016 3:30 PM","9202","18932"
"P00054","S001","11/15/2016 4:00 PM","9142","18932"
"P00054","S001","11/15/2016 4:30 PM","8802","18932"
"P00054","S001","11/15/2016 5:00 PM","8120","18932"
"P00054","S001","11/15/2016 5:30 PM","7377","18932"
"P00054","S001","11/15/2016 6:00 PM","6772","18932"
"P00054","S001","11/15/2016 6:30 PM","6435","18932"
"P00055","S001","11/15/2016 3:30 PM","9130","15916"
"P00055","S001","11/15/2016 4:00 PM","9068","15916"
"P00055","S001","11/15/2016 4:30 PM","8729","15916"
"P00055","S001","11/15/2016 5:00 PM","8047","15916"
"P00055","S001","11/15/2016 5:30 PM","7303","15916"
"P00055","S001","11/15/2016 6:00 PM","6698","15916"
"P00055","S001","11/15/2016 6:30 PM","6363","15916"
"P00056","S001","11/15/2016 3:30 PM","9419","17357"
"P00056","S001","11/15/2016 4:00 PM","9358","17357"
"P00056","S001","11/15/2016 4:30 PM","9019","17357"
"P00056","S001","11/15/2016 5:00 PM","8337","17357"
"P00056","S001","11/15/2016 5:30 PM","7593","17357"
"P00056","S001","11/15/2016 6:00 PM","6988","17357"
"P00056","S001","11/15/2016 6:30 PM","6651","17357"
"P00057","S001","11/15/2016 3:30 PM","9453",""
"P00057","S001","11/15/2016 4:00 PM","9392",""
"P00057","S001","11/15/2016 4:30 PM","9053",""
"P00057","S001","11/15/2016 5:00 PM","8371",""
"P00057","S001","11/15/2016 5:30 PM","7628",""
"P00057","S001","11/15/2016 6:00 PM","7022",""
"P00057","S001","11/15/2016 6:30 PM","6685",""
"P00058","S001","11/15/2016 3:30 PM","9544",""
"P00058","S001","11/15/2016 4:00 PM","9483",""
"P00058","S001","11/15/2016 4:30 PM","9142",""
"P00058","S001","11/15/2016 5:00 PM","8461",""
"P00058","S001","11/15/2016 5:30 PM","7716",""
"P00058","S001","11/15/2016 6:00 PM","7111",""
"P00058","S001","11/15/2016 6:30 PM","6779",""
"P00059","S001","11/15/2016 3:30 PM","9529",""
"P00059","S001","11/15/2016 4:00 PM","9467",""
"P00059","S001","11/15/2016 4:30 PM","9126",""
"P00059","S001","11/15/2016 5:00 PM","8446",""
"P00059","S001","11/15/2016 5:30 PM","7701",""
"P00059","S001","11/15/2016 6:00 PM","7095",""
"P00059","S001","11/15/2016 6:30 PM","6764",""
"P00060","S001","11/15/2016 3:30 PM","9874",""
"P00060","S001","11/15/2016 4:00 PM","10052",""
"P00060","S001","11/15/2016 4:30 PM","9691",""
"P00060","S001","11/15/2016 5:00 PM","8856",""
"P00060","S001","11/15/2016 5:30 PM","7972",""
"P00060","S001","11/15/2016 6:00 PM","7305",""
"P00060","S001","11/15/2016 6:30 PM","6836",""
"P00061","S001","11/15/2016 3:30 PM","9844",""
"P00061","S001","11/15/2016 4:00 PM","10020",""
"P00061","S001","11/15/2016 4:30 PM","9659",""
"P00061","S001","11/15/2016 5:00 PM","8824",""
"P00061","S001","11/15/2016 5:30 PM","7940",""
"P00061","S001","11/15/2016 6:00 PM","7273",""
"P00061","S001","11/15/2016 6:30 PM","6802",""
"P00062","S001","11/15/2016 3:30 PM","10012",""
"P00062","S001","11/15/2016 4:00 PM","10189",""
"P00062","S001","11/15/2016 4:30 PM","9827",""
"P00062","S001","11/15/2016 5:00 PM","8992",""
"P00062","S001","11/15/2016 5:30 PM","8110",""
"P00062","S001","11/15/2016 6:00 PM","7442",""
"P00062","S001","11/15/2016 6:30 PM","6971",""
"P00063","S001","11/15/2016 3:30 PM","9718",""
"P00063","S001","11/15/2016 4:00 PM","9899",""
"P00063","S001","11/15/2016 4:30 PM","9535",""
"P00063","S001","11/15/2016 5:00 PM","8699",""
"P00063","S001","11/15/2016 5:30 PM","7827",""
"P00063","S001","11/15/2016 6:00 PM","7161",""
"P00063","S001","11/15/2016 6:30 PM","6689",""
"P00064","S001","11/15/2016 3:30 PM","10030",""
"P00064","S001","11/15/2016 4:00 PM","10211",""
"P00064","S001","11/15/2016 4:30 PM","9847",""
"P00064","S001","11/15/2016 5:00 PM","9011",""
"P00064","S001","11/15/2016 5:30 PM","8139",""
"P00064","S001","11/15/2016 6:00 PM","7473",""
"P00064","S001","11/15/2016 6:30 PM","7001",""
"P00065","S001","11/15/2016 3:30 PM","10043",""
"P00065","S001","11/15/2016 4:00 PM","10225",""
"P00065","S001","11/15/2016 4:30 PM","9861",""
"P00065","S001","11/15/2016 5:00 PM","9025",""
"P00065","S001","11/15/2016 5:30 PM","8151",""
"P00065","S001","11/15/2016 6:00 PM","7482",""
"P00065","S001","11/15/2016 6:30 PM","7010",""
"P00066","S001","11/15/2016 3:30 PM","11158",""
"P00066","S001","11/15/2016 4:00 PM","11340",""
"P00066","S001","11/15/2016 4:30 PM","10975",""
"P00066","S001","11/15/2016 5:00 PM","10140",""
"P00066","S001","11/15/2016 5:30 PM","9266",""
"P00066","S001","11/15/2016 6:00 PM","8597",""
"P00066","S001","11/15/2016 6:30 PM","8125",""
"P00067","S001","11/15/2016 3:30 PM","11396",""
"P00067","S001","11/15/2016 4:00 PM","11578",""
"P00067","S001","11/15/2016 4:30 PM","11214",""
"P00067","S001","11/15/2016 5:00 PM","10378",""
"P00067","S001","11/15/2016 5:30 PM","9504",""
"P00067","S001","11/15/2016 6:00 PM","8835",""
"P00067","S001","11/15/2016 6:30 PM","8363",""
"P00068","S001","11/15/2016 3:30 PM","11308",""
"P00068","S001","11/15/2016 4:00 PM","11490",""
"P00068","S001","11/15/2016 4:30 PM","11125",""
"P00068","S001","11/15/2016 5:00 PM","10290",""
"P00068","S001","11/15/2016 5:30 PM","9416",""
"P00068","S001","11/15/2016 6:00 PM","8747",""
"P00068","S001","11/15/2016 6:30 PM","8275",""
"P00069","S001","11/15/2016 3:30 PM","9365",""
"P00069","S001","11/15/2016 4:00 PM","9514",""
"P00069","S001","11/15/2016 4:30 PM","9450",""
"P00069","S001","11/15/2016 5:00 PM","8904",""
"P00069","S001","11/15/2016 5:30 PM","8021",""
"P00069","S001","11/15/2016 6:00 PM","7356",""
"P00069","S001","11/15/2016 6:30 PM","6889",""
"P00070","S001","11/15/2016 3:30 PM","9480",""
"P00070","S001","11/15/2016 4:00 PM","9631",""
"P00070","S001","11/15/2016 4:30 PM","9565",""
"P00070","S001","11/15/2016 5:00 PM","9018",""
"P00070","S001","11/15/2016 5:30 PM","8135",""
"P00070","S001","11/15/2016 6:00 PM","7474",""
"P00070","S001","11/15/2016 6:30 PM","7008",""
"P00071","S001","11/15/2016 3:30 PM","9341",""
"P00071","S001","11/15/2016 4:00 PM","9495",""
"P00071","S001","11/15/2016 4:30 PM","9434",""
"P00071","S001","11/15/2016 5:00 PM","8895",""
"P00071","S001","11/15/2016 5:30 PM","8007",""
"P00071","S001","11/15/2016 6:00 PM","7342",""
"P00071","S001","11/15/2016 6:30 PM","6875",""
"P00072","S001","11/15/2016 3:30 PM","9600",""
"P00072","S001","11/15/2016 4:00 PM","9752",""
"P00072","S001","11/15/2016 4:30 PM","9686",""
"P00072","S001","11/15/2016 5:00 PM","9143",""
"P00072","S001","11/15/2016 5:30 PM","8260",""
"P00072","S001","11/15/2016 6:00 PM","7595",""
"P00072","S001","11/15/2016 6:30 PM","7126",""
"P00073","S001","11/15/2016 3:30 PM","9942",""
"P00073","S001","11/15/2016 4:00 PM","9740",""
"P00073","S001","11/15/2016 4:30 PM","9586",""
"P00073","S001","11/15/2016 5:00 PM","9181",""
"P00073","S001","11/15/2016 5:30 PM","8533",""
"P00073","S001","11/15/2016 6:00 PM","7967",""
"P00073","S001","11/15/2016 6:30 PM","7434",""
"P00074","S001","11/15/2016 3:30 PM","9933",""
"P00074","S001","11/15/2016 4:00 PM","9731",""
"P00074","S001","11/15/2016 4:30 PM","9577",""
"P00074","S001","11/15/2016 5:00 PM","9172",""
