Start Time,A124 (HQ),A136 (HQ),A143 (HQ),A168 (HQ),A226 (HQ),A235 (HQ),A236 (HQ),A318 (HQ),A345 (HQ),A346 (HQ),Boardroom (HQ),District Counsel (HQ),B108 (Admin),B124 (Admin),B207 (Admin),B228 (Admin),B232 (Admin),C209,C212,C225,D102,D131,Evergreen (BHA),G111 (BHA),G112 (BHA),Maple (BHA),R-316 Rinc,Computers (BHA),Date,Month,Time,Hour,Minute
2015-10-13 00:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,00:00:00,0,0
2015-10-13 00:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,00:15:00,0,15
2015-10-13 00:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,00:30:00,0,30
2015-10-13 00:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,00:45:00,0,45
2015-10-13 01:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,01:00:00,1,0
2015-10-13 01:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,01:15:00,1,15
2015-10-13 01:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,01:30:00,1,30
2015-10-13 01:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,01:45:00,1,45
2015-10-13 02:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,02:00:00,2,0
2015-10-13 02:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,02:15:00,2,15
2015-10-13 02:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,02:30:00,2,30
2015-10-13 02:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,02:45:00,2,45
2015-10-13 03:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,03:00:00,3,0
2015-10-13 03:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,03:15:00,3,15
2015-10-13 03:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,03:30:00,3,30
2015-10-13 03:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,03:45:00,3,45
2015-10-13 04:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,04:00:00,4,0
2015-10-13 04:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,04:15:00,4,15
2015-10-13 04:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,04:30:00,4,30
2015-10-13 04:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,04:45:00,4,45
2015-10-13 05:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,05:00:00,5,0
2015-10-13 05:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,05:15:00,5,15
2015-10-13 05:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,05:30:00,5,30
2015-10-13 05:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,05:45:00,5,45
2015-10-13 06:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,06:00:00,6,0
2015-10-13 06:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,06:15:00,6,15
2015-10-13 06:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,06:30:00,6,30
2015-10-13 06:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,06:45:00,6,45
2015-10-13 07:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-13,10,07:00:00,7,0
2015-10-13 07:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-13,10,07:15:00,7,15
2015-10-13 07:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-13,10,07:30:00,7,30
2015-10-13 07:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-13,10,07:45:00,7,45
2015-10-13 08:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,9,1,0,0,2,0,2,0,0,2,0,2,2015-10-13,10,08:00:00,8,0
2015-10-13 08:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,9,1,0,0,2,0,2,0,0,2,0,2,2015-10-13,10,08:15:00,8,15
2015-10-13 08:30:00,0,1,1,3,0,4,1,0,0,1,0,0,0,7,0,0,9,1,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,08:30:00,8,30
2015-10-13 08:45:00,0,1,1,3,0,4,1,0,0,1,0,0,0,7,0,0,9,1,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,08:45:00,8,45
2015-10-13 09:00:00,0,1,0,2,1,2,1,0,0,1,0,0,0,4,0,0,1,1,3,0,1,6,1,0,0,1,0,1,2015-10-13,10,09:00:00,9,0
2015-10-13 09:15:00,0,1,0,2,1,2,1,0,0,1,0,0,0,4,0,0,1,1,3,0,1,6,1,0,0,1,0,1,2015-10-13,10,09:15:00,9,15
2015-10-13 09:30:00,0,1,0,2,1,2,1,1,0,2,0,0,0,4,0,0,2,1,3,0,1,6,1,0,0,1,0,1,2015-10-13,10,09:30:00,9,30
2015-10-13 09:45:00,0,1,0,2,1,2,1,1,0,2,0,0,0,4,0,0,2,1,3,0,1,6,1,0,0,1,0,1,2015-10-13,10,09:45:00,9,45
2015-10-13 10:00:00,0,1,0,3,1,2,1,2,0,2,0,0,1,1,1,0,2,1,0,1,1,6,1,0,0,1,0,1,2015-10-13,10,10:00:00,10,0
2015-10-13 10:15:00,0,1,0,3,1,2,1,2,0,2,0,0,1,1,1,0,2,1,0,1,1,6,1,0,0,1,0,1,2015-10-13,10,10:15:00,10,15
2015-10-13 10:30:00,0,1,0,3,0,0,3,1,0,2,0,0,1,4,1,0,2,1,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,10:30:00,10,30
2015-10-13 10:45:00,0,1,0,3,0,0,3,1,0,2,0,0,1,4,1,0,2,1,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,10:45:00,10,45
2015-10-13 11:00:00,0,1,21,2,0,6,3,1,0,2,0,0,1,4,1,0,2,1,1,0,1,4,1,0,0,1,0,1,2015-10-13,10,11:00:00,11,0
2015-10-13 11:15:00,0,1,21,2,0,6,3,1,0,2,0,0,1,4,1,0,2,1,1,0,1,4,1,0,0,1,0,1,2015-10-13,10,11:15:00,11,15
2015-10-13 11:30:00,0,1,21,2,0,1,1,1,0,2,0,0,1,1,1,0,1,1,1,0,2,4,1,0,0,1,0,1,2015-10-13,10,11:30:00,11,30
2015-10-13 11:45:00,0,1,21,2,0,1,1,1,0,2,0,0,1,1,1,0,1,1,1,0,2,4,1,0,0,1,0,1,2015-10-13,10,11:45:00,11,45
2015-10-13 12:00:00,0,1,1,3,0,1,1,1,0,1,0,0,0,7,0,0,1,0,0,0,2,0,1,0,0,3,0,1,2015-10-13,10,12:00:00,12,0
2015-10-13 12:15:00,0,1,1,3,0,1,1,1,0,1,0,0,0,7,0,0,1,0,0,0,2,0,1,0,0,3,0,1,2015-10-13,10,12:15:00,12,15
2015-10-13 12:30:00,5,1,1,3,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,1,2015-10-13,10,12:30:00,12,30
2015-10-13 12:45:00,5,1,1,3,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,1,2015-10-13,10,12:45:00,12,45
2015-10-13 13:00:00,7,1,6,2,0,0,5,0,0,3,0,0,1,1,1,0,2,0,0,0,1,11,1,0,0,3,0,1,2015-10-13,10,13:00:00,13,0
2015-10-13 13:15:00,7,1,6,2,0,0,5,0,0,3,0,0,1,1,1,0,2,0,0,0,1,11,1,0,0,3,0,1,2015-10-13,10,13:15:00,13,15
2015-10-13 13:30:00,7,1,6,3,0,0,5,0,0,3,0,0,1,1,1,0,2,0,0,8,1,11,1,0,0,3,0,1,2015-10-13,10,13:30:00,13,30
2015-10-13 13:45:00,7,1,6,3,0,0,5,0,0,3,0,0,1,1,1,0,2,0,0,8,1,11,1,0,0,3,0,1,2015-10-13,10,13:45:00,13,45
2015-10-13 14:00:00,7,1,6,3,0,0,1,2,0,4,1,0,25,1,25,0,2,5,0,8,1,1,1,0,0,3,0,1,2015-10-13,10,14:00:00,14,0
2015-10-13 14:15:00,7,1,6,3,0,0,1,2,0,4,1,0,25,1,25,0,2,5,0,8,1,1,1,0,0,3,0,1,2015-10-13,10,14:15:00,14,15
2015-10-13 14:30:00,7,2,6,3,0,0,4,2,0,4,1,0,25,1,25,0,1,5,0,0,1,1,1,0,0,3,0,1,2015-10-13,10,14:30:00,14,30
2015-10-13 14:45:00,7,2,6,3,0,0,4,2,0,4,1,0,25,1,25,0,1,5,0,0,1,1,1,0,0,3,0,1,2015-10-13,10,14:45:00,14,45
2015-10-13 15:00:00,7,2,8,3,0,2,2,1,0,3,1,0,1,2,1,0,4,6,0,9,2,1,1,0,0,1,0,1,2015-10-13,10,15:00:00,15,0
2015-10-13 15:15:00,7,2,8,3,0,2,2,1,0,3,1,0,1,2,1,0,4,6,0,9,2,1,1,0,0,1,0,1,2015-10-13,10,15:15:00,15,15
2015-10-13 15:30:00,7,2,5,3,0,2,2,1,3,3,1,0,1,2,1,0,4,6,0,9,2,1,1,0,0,1,0,1,2015-10-13,10,15:30:00,15,30
2015-10-13 15:45:00,7,2,5,3,0,2,2,1,3,3,1,0,1,2,1,0,4,6,0,9,2,1,1,0,0,1,0,1,2015-10-13,10,15:45:00,15,45
2015-10-13 16:00:00,14,2,5,3,0,2,1,1,3,1,1,0,0,1,0,0,7,0,0,9,2,0,1,0,0,1,0,1,2015-10-13,10,16:00:00,16,0
2015-10-13 16:15:00,14,2,5,3,0,2,1,1,3,1,1,0,0,1,0,0,7,0,0,9,2,0,1,0,0,1,0,1,2015-10-13,10,16:15:00,16,15
2015-10-13 16:30:00,14,2,5,2,0,2,1,0,0,1,1,0,0,1,0,0,7,0,0,9,1,0,1,0,0,1,0,1,2015-10-13,10,16:30:00,16,30
2015-10-13 16:45:00,14,2,5,2,0,2,1,0,0,1,1,0,0,1,0,0,7,0,0,9,1,0,1,0,0,1,0,1,2015-10-13,10,16:45:00,16,45
2015-10-13 17:00:00,14,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,17:00:00,17,0
2015-10-13 17:15:00,14,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,17:15:00,17,15
2015-10-13 17:30:00,14,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,17:30:00,17,30
2015-10-13 17:45:00,14,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,17:45:00,17,45
2015-10-13 18:00:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,18:00:00,18,0
2015-10-13 18:15:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,18:15:00,18,15
2015-10-13 18:30:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,18:30:00,18,30
2015-10-13 18:45:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,18:45:00,18,45
2015-10-13 19:00:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,19:00:00,19,0
2015-10-13 19:15:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,19:15:00,19,15
2015-10-13 19:30:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,19:30:00,19,30
2015-10-13 19:45:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,19:45:00,19,45
2015-10-13 20:00:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,20:00:00,20,0
2015-10-13 20:15:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,20:15:00,20,15
2015-10-13 20:30:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,20:30:00,20,30
2015-10-13 20:45:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,20:45:00,20,45
2015-10-13 21:00:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,21:00:00,21,0
2015-10-13 21:15:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,21:15:00,21,15
2015-10-13 21:30:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,21:30:00,21,30
2015-10-13 21:45:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,21:45:00,21,45
2015-10-13 22:00:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,22:00:00,22,0
2015-10-13 22:15:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,22:15:00,22,15
2015-10-13 22:30:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,22:30:00,22,30
2015-10-13 22:45:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,22:45:00,22,45
2015-10-13 23:00:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,23:00:00,23,0
2015-10-13 23:15:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,23:15:00,23,15
2015-10-13 23:30:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,23:30:00,23,30
2015-10-13 23:45:00,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-13,10,23:45:00,23,45
2015-10-14 00:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,00:00:00,0,0
2015-10-14 00:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,00:15:00,0,15
2015-10-14 00:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,00:30:00,0,30
2015-10-14 00:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,00:45:00,0,45
2015-10-14 01:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,01:00:00,1,0
2015-10-14 01:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,01:15:00,1,15
2015-10-14 01:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,01:30:00,1,30
2015-10-14 01:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,01:45:00,1,45
2015-10-14 02:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,02:00:00,2,0
2015-10-14 02:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,02:15:00,2,15
2015-10-14 02:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,02:30:00,2,30
2015-10-14 02:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,02:45:00,2,45
2015-10-14 03:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,03:00:00,3,0
2015-10-14 03:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,03:15:00,3,15
2015-10-14 03:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,03:30:00,3,30
2015-10-14 03:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,03:45:00,3,45
2015-10-14 04:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,04:00:00,4,0
2015-10-14 04:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,04:15:00,4,15
2015-10-14 04:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,04:30:00,4,30
2015-10-14 04:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,04:45:00,4,45
2015-10-14 05:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,05:00:00,5,0
2015-10-14 05:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,05:15:00,5,15
2015-10-14 05:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,05:30:00,5,30
2015-10-14 05:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,05:45:00,5,45
2015-10-14 06:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,06:00:00,6,0
2015-10-14 06:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,06:15:00,6,15
2015-10-14 06:30:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,06:30:00,6,30
2015-10-14 06:45:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015-10-14,10,06:45:00,6,45
2015-10-14 07:00:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-14,10,07:00:00,7,0
2015-10-14 07:15:00,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-14,10,07:15:00,7,15
2015-10-14 07:30:00,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-14,10,07:30:00,7,30
2015-10-14 07:45:00,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,2015-10-14,10,07:45:00,7,45
2015-10-14 08:00:00,0,1,2,2,0,0,1,0,0,1,2,0,1,2,1,0,3,0,3,0,26,0,4,0,0,2,0,3,2015-10-14,10,08:00:00,8,0
2015-10-14 08:15:00,0,1,2,2,0,0,1,0,0,1,2,0,1,2,1,0,3,0,3,0,26,0,4,0,0,2,0,3,2015-10-14,10,08:15:00,8,15
2015-10-14 08:30:00,0,1,2,2,0,0,1,0,0,1,2,0,1,7,1,0,1,0,3,0,24,0,3,0,0,1,0,2,2015-10-14,10,08:30:00,8,30
2015-10-14 08:45:00,0,1,2,2,0,0,1,0,0,1,2,0,1,7,1,0,1,0,3,0,24,0,3,0,0,1,0,2,2015-10-14,10,08:45:00,8,45
2015-10-14 09:00:00,0,1,2,2,0,3,6,0,5,1,2,0,1,7,1,0,1,1,3,2,24,0,3,0,0,1,0,3,2015-10-14,10,09:00:00,9,0
2015-10-14 09:15:00,0,1,2,2,0,3,6,0,5,1,2,0,1,7,1,0,1,1,3,2,24,0,3,0,0,1,0,3,2015-10-14,10,09:15:00,9,15
2015-10-14 09:30:00,0,1,2,2,0,4,6,0,0,1,2,0,1,7,1,0,1,1,0,2,1,2,3,0,0,1,0,3,2015-10-14,10,09:30:00,9,30
2015-10-14 09:45:00,0,1,2,2,0,4,6,0,0,1,2,0,1,7,1,0,1,1,0,2,1,2,3,0,0,1,0,3,2015-10-14,10,09:45:00,9,45
2015-10-14 10:00:00,0,1,2,2,1,1,2,0,2,1,2,0,1,7,1,0,1,0,0,0,1,0,3,0,0,1,0,3,2015-10-14,10,10:00:00,10,0
2015-10-14 10:15:00,0,1,2,2,1,1,2,0,2,1,2,0,1,7,1,0,1,0,0,0,1,0,3,0,0,1,0,3,2015-10-14,10,10:15:00,10,15
2015-10-14 10:30:00,0,1,1,2,1,1,2,0,2,9,2,0,0,2,0,0,6,0,0,0,1,4,3,0,0,1,0,3,2015-10-14,10,10:30:00,10,30
2015-10-14 10:45:00,0,1,1,2,1,1,2,0,2,9,2,0,0,2,0,0,6,0,0,0,1,4,3,0,0,1,0,3,2015-10-14,10,10:45:00,10,45
2015-10-14 11:00:00,0,1,0,2,0,1,4,0,2,9,2,0,0,7,0,0,6,0,0,0,1,4,3,0,0,1,0,3,2015-10-14,10,11:00:00,11,0
2015-10-14 11:15:00,0,1,0,2,0,1,4,0,2,9,2,0,0,7,0,0,6,0,0,0,1,4,3,0,0,1,0,3,2015-10-14,10,11:15:00,11,15
2015-10-14 11:30:00,0,1,1,2,0,0,5,0,0,9,2,0,0,7,0,0,1,1,0,0,2,0,3,0,0,1,0,3,2015-10-14,10,11:30:00,11,30
2015-10-14 11:45:00,0,1,1,2,0,0,5,0,0,9,2,0,0,7,0,0,1,1,0,0,2,0,3,0,0,1,0,3,2015-10-14,10,11:45:00,11,45
2015-10-14 12:00:00,0,1,1,2,0,0,1,0,0,1,2,0,0,2,0,0,1,1,0,0,2,0,3,0,0,1,0,3,2015-10-14,10,12:00:00,12,0
2015-10-14 12:15:00,0,1,1,2,0,0,1,0,0,1,2,0,0,2,0,0,1,1,0,0,2,0,3,0,0,1,0,3,2015-10-14,10,12:15:00,12,15
2015-10-14 12:30:00,0,1,1,2,0,0,1,0,0,1,2,0,0,2,0,0,1,1,1,0,2,0,3,0,0,1,0,3,2015-10-14,10,12:30:00,12,30
2015-10-14 12:45:00,0,1,1,2,0,0,1,0,0,1,2,0,0,2,0,0,1,1,1,0,2,0,3,0,0,1,0,3,2015-10-14,10,12:45:00,12,45
2015-10-14 13:00:00,0,1,1,3,0,0,1,6,0,6,2,0,0,5,0,0,6,1,1,1,1,0,3,0,0,1,0,3,2015-10-14,10,13:00:00,13,0
2015-10-14 13:15:00,0,1,1,3,0,0,1,6,0,6,2,0,0,5,0,0,6,1,1,1,1,0,3,0,0,1,0,3,2015-10-14,10,13:15:00,13,15
2015-10-14 13:30:00,0,1,2,3,0,5,1,6,0,6,2,0,2,5,2,0,6,1,1,1,1,0,3,0,0,1,0,3,2015-10-14,10,13:30:00,13,30
2015-10-14 13:45:00,0,1,2,3,0,5,1,6,0,6,2,0,2,5,2,0,6,1,1,1,1,0,3,0,0,1,0,3,2015-10-14,10,13:45:00,13,45
2015-10-14 14:00:00,0,1,2,3,0,5,5,6,9,6,2,1,2,5,2,0,1,1,1,1,1,0,3,0,0,1,0,3,2015-10-14,10,14:00:00,14,0
2015-10-14 14:15:00,0,1,2,3,0,5,5,6,9,6,2,1,2,5,2,0,1,1,1,1,1,0,3,0,0,1,0,3,2015-10-14,10,14:15:00,14,15
2015-10-14 14:30:00,0,1,2,3,0,3,2,3,9,1,2,1,0,5,0,0,1,0,1,0,1,0,3,0,0,1,0,3,2015-10-14,10,14:30:00,14,30
2015-10-14 14:45:00,0,1,2,3,0,3,2,3,9,1,2,1,0,5,0,0,1,0,1,0,1,0,3,0,0,1,0,3,2015-10-14,10,14:45:00,14,45
